empriNo,empriCode,name,nameOther,kind,status,statusText,regime,regimeText,district,taluk,hobli,village,lat,lon,latText,lonText,custodian,extentAcres,extentText,extentApprox,extentBasis,surveyNumbers,surveyNoText,year,yearText,rejuvenated,elevationM,maxDepthM,islands,inletDrains,wasteWeirs,sluiceGates,culverts,checkDams,fenceType,surroundingArea,presentStatus,waterUsage,convertedTo,convertedBy,visitDate,researcherVerified,remarks,waterSampled,waterSampleNote,sewageInflowCumecs,vegetationCover,vegetationType,aquaticFlora,fauna,visitingAnimals,encroachmentDirection,encroachedBy,encroachedFor,encroachmentPct,encroachmentKoliwadText,encroachmentKoliwadAcres,dumpingDirection,dumpingType,sewageInflow,pollutant,weeds,otherIssues,pdf,pdfPage,source,tables,coordProblem,fenceTypeText,presentStatusText,waterUsageText,vegetationCoverText,weedsText,vegetationTypeText,aquaticFloraText,faunaText,visitingAnimalsText,convertedByText,encroachedByText,encroachmentDirectionText,dumpingDirectionText,sewageInflowText,surroundingAreaText,convertedToText,encroachedForText,dumpingTypeText,pollutantText,custodianText,atlasCode,atlasName,atlasMiTankRegNo,atlasYearCreated,atlasYearRejuvenated,atlasPreservationAuthority,atlasTotalExtentText,atlasSourceOfWater,atlasUpstream,atlasDownstream,atlasCatchment,atlasRoads,atlasDrinkingWater,atlasWashing,atlasBathing,atlasLivestock,atlasIrrigation,atlasFishing,atlasCultural,atlasRecreation,atlasOtherUses,atlasAmphibians,atlasReptiles,atlasMammals,atlasDirectPollutants,atlasIndirectPollutants,atlasSewageInflowCumecs,atlasEncroachment,atlasSoilExcavation,atlasStrategies,atlasPage
913,BUAKSPavl_ku1-913,Avalahalli Kunte-1,,kunte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Avalahalli,12.873667,77.713917,12°52ʹ 25.2ʺ,77° 42ʹ 50.1ʺ,ZP,0.75,0.30,False,,24,In sy no 24,1923,1923,,906.0,1.0,0,1,0,0,0,0,none,"Eucalyptus plantation, vacant & agriculture land, temple",muddy,none,,,2015-09-29,False,,False,No Sampling,,partial,growing on bank,emergent,butterflies;dragonflies,none,none,none,none,No,No,,none,none,none,none,partial,,vol2_anekal,9,empri-2018,main;waterQuality;issues,,No,Muddy,No,Partially,Partially,Growing On Bank,Emergent,Bt. &Dr. fly,No,,No,No,No,No,"Eucalyptus plant., Vacant & Agri. Land, Temple",,No,No,No,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,BUAKSPavl_ku2-914,Avalahalli Kunte-2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Avalahalli,12.870389,77.712194,12°52ʹ 13.4ʺ,77° 42ʹ 43.9ʺ,ZP,0.375,0.15,False,,4,4,1923,1923,,906.0,,,,,,,,,"Settlement, coconut plantation & agriculture land",,,Agriculture coconut & mango plantation,farmers,2015-09-29,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,9,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Farmer,,,,,"Settlement, Coconut Plant. & Agri. land",Agri. Coconut & Mango Plant.,,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,BUAKSPavl_ku3-915,Avalahalli Kunte-3,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Avalahalli,12.868556,77.709917,12°52ʹ 06.8ʺ,77° 42ʹ 35.7ʺ,ZP,0.15,≈0.06,True,,52,In Sy no 52,1923,1923,,891.0,,,,,,,,,"Agriculture land, railway track",,,Agriculture land & railway track,farmers;government,2015-09-29,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,9,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Farmer & Govt.,,,,,"Agri. land, railway track",Agriculture land & Railway Track,,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,BUAKSPavl_ku4-916,Avalahalli Kunte-4,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Avalahalli,12.874889,77.708861,12°52ʹ 29.6ʺ,77° 42ʹ 31.9ʺ,ZP,0.575,0.23,False,,14,14,1923,1923,,896.0,,,,,,,,,"Agriculture land, eucalyptus, railway track",,,Agriculture land & railway track,farmers;government,2015-10-31,False,,False,,,,,,,,,,,,,,,,,,,"As per 14/2 RTC, 5g is alloted for Bengaluru-Salem Railway track",vol2_anekal,9,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Farmer & Govt.,,,,,"Agri. land, Eucalyptus, railway track",Agriculture land & Railway Track,,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,BUAKSPavl_kr5-917,Avalahalli kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Avalahalli,12.877194,77.70875,12°52ʹ 37.9ʺ,77° 42ʹ 31.5ʺ,ZP,10.55,10.22,False,,"21 (Avalahalli);49 (Kodathi, Varthur, B.East)","21 (Avalahalli) & 49 (Kodathi, Varthur, B.East)",1923,1923,,898.0,3.0,0,1,1,0,0,0,thorn wire,"Eucalyptus & teek plantation, vacant & agriculture land & railway track",muddy;sewage,cattle feeding,,,2015-10-31,False,,True,,,partial,growing on bank,,birds;butterflies;dragonflies,cow,center of lake,Railway track,Central government,10,2.20,2.5,NW;NE,Construction debris & plastic dump,N,Sewage & railway track runoff,partial,"As per 21/2 RTC, 3g is alloted for Bengaluru-Salem Railway track",vol2_anekal,9,empri-2018,main;waterQuality;issues;atlas,,Thorn wire,Muddy & Sewage,Cattle feeding,Partially,Partially,Growing on Bank,,"B, Bt. & Dr.fly",Cow,,Railway track,Center of lake,NW & NE,North,"Eucalyptus & Teek plant., vacant & Ag land & Railway track",,Central Govt.,CD & Plastic dump,Sewage & Railway track runoff,ZP,BUAKSPavl_kr5-917,Avalahalli Kere,,≈ 1923,,ZP,10.22,Rainfall,,Avalahalli Kunte 4,Agriculture,1mud road,,,,,,,,,,,,,Dumping of plastic wastes & construction debris,Sewage & railway track runoff,No flow through Storm water drain,Railway track (20%),,Waste dump: Fence the lake and create awareness,48
918,BUAKSPckm_kr1-918,Chikkanaga mangala Kere,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Chikkanaga mangala,12.863306,77.699278,12°51ʹ 47.9ʺ,77°41ʹ57.4ʺ,ZP,5.45,5.18,False,,72,In Sy no 72,1923,1923,,907.0,,,,,,,,,"Layout, vacantland, agriculture land",,,Vacant land & layout,private,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,9,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Private,,,,,"layout,vacantland,ag land",Vacant land & layout,,,,ZP,BUAKSPckm_kr1-918,Chikkanagamangala Kere,,≈1923,,ZP,5.18,,,,,,,,,,,,,,,,,,,,,,,,50
919,BUAKSPckm_ku2-919,Chikkanaga mangala Kunte-1,,kunte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Chikkanaga mangala,12.859778,77.698417,12°51ʹ 35.2ʺ,77°41ʹ54.3ʺ,ZP,0.075,0.03,False,,5,In Sy no 5,1923,1923,,911.0,1.0,0,1,0,0,0,0,none,Vacant land,muddy,cattle feeding,,,2015-09-23,False,,False,No Sampling,,partial,growing on bank,weeds,none,none,none,none,none,No,No data,,none,none,none,Road runoff,none,No,vol2_anekal,9,empri-2018,main;waterQuality;issues,,no,muddy,cattle feeding,Partially,No,growing on bank,weeds,no,no,,No,No,No,No,vacant land,,No,No,Road runoff,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,BUAKSPckm_kr3-920,Govt. Gulimangala lake,Chikkanagamangal a Kere2,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Chikkanaga mangala,12.855056,77.69925,12°51ʹ 18.2ʺ,77°41ʹ57.3ʺ,ZP,46.475,46.19,False,,28,28,1923,1923,,912.0,3.0,0,3,1,0,0,0,thorn wire,"Plantation, agriculture & layout",muddy,cattle feeding;irrigation,,,2015-09-23,False,,True,,,complete,growing on bank,submerged,none,cattle,NW,farmers,Agriculture land,1,6.16,6.4,W,Construction debris,none,Road & agriculture runoff,partial,Soil excavation,vol2_anekal,9,empri-2018,main;waterQuality;issues;atlas,,Thorn wire,Muddy,Cf & Irrigation,Complete,Partially,Growing on Bank,submerged,No,Cattle,,Farmers,N-W,West,No,"Pl.,A & Layout",,Ag land,CD,Road& Agri.runoff,ZP,BUAKSPckm_kr3-,Govt. Gulimangalada Lake,,≈1923,,ZP,46.19,Rain fall,Chikkanagamangala Govt. Kere,Gottemaranahalli Kere,Agriculture area,"1+1mud surrounding area: agriculture land, plantation & layout",,Yes,,,Yes,,,,,,,Cattle,Construction debris,Road runoff & agriculture runoff,,Agriculture land (1%),Yes,C&D waste dump: Fence the lake and create awareness;Soil excavation: Fence the lake and prohibit the activity;Encroachment: Survey by the consent Authority & evict the encroachment,52
921,BUAKSPckm_kr4-921,Chikkanaga mangala Govt. Kere,Chikkanagamangal a Kere3,kere,existing,Seanonal,seasonal,Seanonal,Bengaluru Urban,Anekal,Sarjapura,Chikkanaga mangala,12.855611,77.690917,12°51ʹ 20.2ʺ,77°41ʹ27.3ʺ,ZP,12.65,12.26,False,,32,32,1923,1923,,918.0,3.0,0,2,0,0,0,0,none,"Plantation, layout, agriculture & houses",sewage,,,,2015-09-23,False,,True,,,complete,growing on bank,submerged,birds;butterflies;dragonflies,cattle,none,none,none,No,0.05 3/4,0.1437,E,Construction debris,W,Sewage & agriculture runoff,partial,No,vol2_anekal,9,empri-2018,main;waterQuality;issues;atlas,,No,Sewage,,Complete,Partially,Growing on Bank,submerged,"B, Bf &Dr.fly",Cattle,,No,No,East,West,"Pl., L, A & Houses",,No,CD,sewage & agricultural runoff,ZP,BUAKSPckm_kr4-921,Chikkanagamangala Govt. Kere,,≈ 1923,,ZP,12.26,Rainfall,,Govt. Gulimangalada lake,Urban,1mud,,,,,Yes,,,,,,,Cattle,Dumping of construction debris,Sewage & agriculture runoff,Unable to Measure due to weeds,,,Dumping of Construction Debris: Fence the lake and create awareness;Sewage inflow: Provide UGD and connect to STP,54
922,BUAKSPckm_ku5-922,Chikkanagamangala Kunte-2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Chikkanaga mangala,12.848306,77.686583,12°50ʹ 53.9ʺ,77°41ʹ11.7ʺ,ZP,0.25,0.10,False,,30,In Sy no 30,1923,1923,,932.0,,,,,,,,,"Settlement, temple",,,School,government,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,9,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Government,,,,,"settlement,temple",School,,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,BUAKSPckm_ku6-923,Chikkanagamangala Kunte-3,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Chikkanaga mangala,12.846083,77.684528,12°50ʹ 45.9ʺ,77°41ʹ04.3ʺ,ZP,0.95,0.38,False,,30,In Sy no 30,1923,1923,,940.0,,,,,,,,,"School, settle ment",,,Houses,public,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,9,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public,,,,,"school,settle ment",Houses,,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,BUAKSPckk_kr1-924,Chikkanekundi Lake land,Chikkanekundi Kere,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Chikkanekkundi,12.931222,77.772417,12°55ʹ 52.4ʺ,77° 46ʹ 20.7ʺ,ZP,43.275,43.11,False,,50 (Chikkanekundi);56 (Nekkundi Dommas.),50(Chikkanekundi) & 56 (Nekkundi Dommas.),1864,1864,,869.0,3.0,0,3,0,1,3,0,thorn wire,"Agriculture, vacant land, plantation & temple",muddy,cattle feeding;irrigation;Cow washing,,,2015-10-31,True,,True,,,partial,growing on bank,emergent;rooted floating,birds;butterflies;dragonflies,cattle,NE;S;SE;NW,farmers;government,"Agriculture land, eucalyptus plants, temple, main road, agriculture",15,10.03,10.075,N;NE,Plastic & agriculture waste dump,none,none,partial,"Borwell, religious activities",vol2_anekal,9,empri-2018,main;waterQuality;issues;atlas,,Thorn wire,Muddy,"Cf., Irrigat., Cow washing",Partially,Partially,Growing on Bank,E & R.Flo.,"B, Bf &Dr.fly",Cattle,,Farmer & Govt.,"NE, South, S-E, NW","N, NE",No,"A, Vl, Pl. & Temple",,"AG Land, Eucalyptus plants, temple, Main road, agriculture",Plastic & Agri. Waste dump,No,ZP,BUAKSPckk_kr1-924,Chikkanekundi Kere,,≈ 1864,,ZP,43.11,Rainfall,Nekkundi Dommasandra Sarkari Karabu Kere,Chikkanekundi Kere,Urban,1+1mud,,Cow washing,,,Yes,,,,,,,Cattle,Dumping of plastic wastes & agriculture waste,,,"Eucalyptus plants, temple, main road, agriculture (15 %)",,Plastic wastes: Fence the lake and create awareness;Encroachment: Survey by the consent Authority & evict the encroachment,56
925,BUAKSPcdp_gk1-925,Chikkavaderap ura Govt. Kunte-1,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Chikkavaderapura,12.897583,77.749944,12°53ʹ 51.3ʺ,77°44ʹ59.8ʺ,ZP,1.1,1.04,False,,23,23,1956,1956,,908.0,,,,,,,,,"Vacant land, buildings, road & Bharath gas godown",,,"Vacant land, road & godown",public;government,2015-09-21,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,9,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public &Govt.,,,,,"Vacant Land, Buildings, Road & Bharath Gas godown","Vacant Land, road & godown",,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,BUAKSPcdp_ku2-926,Chikkavaderapura Govt. Kunte-2,,kunte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Chikkavaderapura,12.895583,77.748861,12°53ʹ 44.1ʺ,77°44ʹ55.9ʺ,ZP,0.625,0.25,False,,26,26,1956,1956,,900.0,1.0,0,0,0,0,0,0,wall;thorn wire,Eucalyptus & coconut plantation vacant & agriculture land,muddy,irrigation;cattle feeding,,,2015-09-21,False,,False,,,partial,growing on bank,emergent,butterflies;dragonflies,none,none,none,none,No,0.07,0.175,W,Construction debris,none,none,partial,,vol2_anekal,10,empri-2018,main;waterQuality;issues,,Wall& Thorn wire,Muddy,Irrigat. & Cattle Feeding,Partially,Partially,Growing On Bank,Emergent,Bt. &Dr. fly,No,,No,No,West,No,Eucalyptus & Coconut Plant. Vacant & Agri. land,,No,CD,No,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,BUAKSPcdp_gk3-927,Chikkavaderapura Govt. Karabu Kunte,Chikkav. Govt. Kunte-3,katte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Chikkavaderapura,12.895556,77.753,12°53ʹ 44.0ʺ,77°45ʹ10.8ʺ,ZP,1.325,1.13,False,,31,31,1956,1956,,907.0,0.5,0,0,0,0,0,0,none,Eucalyptus plant,muddy,cattle feeding,,,2015-09-21,False,,False,No Sampling,,partial,growing on bank,emergent,butterflies;Dragon fly,none,N,,Eucalyptus plantation,25,No,,none,none,none,none,partial,Soil Excavation,vol2_anekal,10,empri-2018,main;waterQuality;issues,,No,Muddy,Cattle feeding,Partially,Partially,Growing On Bank,Emergent,"Butterfly ,Dragon fly",No,,,North,No,No,Eucalyptus Plant,,Eucalyptus Plantation,No,No,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,BUAKSPcdp_kr4-928,Chikkavaderapura Govt. Karabu Kere land,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Chikkavaderapura,12.898361,77.748111,12°53ʹ 54.1ʺ,77°44ʹ53.2ʺ,ZP,3.525,3.21,False,,61,61,1956,1956,,902.0,,,,,,,,,School & plantation,,,Eucalyptus plantation,farmers,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,10,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Farmers,,,,,School & Plantation,Eucalyptus Plantation,,,,ZP,BUAKSPcdp_kr4-928,Chikkavaderapura Govt. Karabu Kere,,≈1956,,ZP,3.21,,,,,,,,,,,,,,,,,,,,,,,,58
929,BUAKSPcks_kr1-929,Chokkasandra lake-1,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Chokkasandra,12.867222,77.725222,12°52ʹ 02.0ʺ,77°43ʹ30.8ʺ,ZP,15.8,15.32,False,,20,20,1923,1923,,904.0,3.0,0,2,1,0,0,0,thorn wire,Agriculture & plantation,dry,cattle feeding,,,2015-09-29,False,,True,,,complete,growing on bank,none,birds;butterflies;dragonflies,none,SE,farmers,Agriculture land,2,1.30 1/2,1.7625,SW,"Garbage dump, plastic wastes",none,none,complete,Major part of lake has planted with Bamboo,vol2_anekal,10,empri-2018,main;waterQuality;issues;atlas,,Thorn Wire,Dry,Cattle feeding,Complete,Completely,Growing on Bank,No,"B, Bf &Dr.fly",No,,Farmer,SE,SW,No,A & Plantation,,Ag Land,"GD, Plastic wastes",No,ZP,BUAKSPcks_kr1-929,Chokkasandra lake-1,,≈ 1923,,ZP,15.32,Rainfall,,Harohalli lake,Agriculture area,1mud,,,,,,,,,,,,,Dumping of garbage waste,,,Eucalyptus plantation (25 %),Yes,Waste dump: Fence the lake and create awareness;Encroachment: Survey by the consent Authority & evict the encroachment,60
930,BUAKSPcho_ku1-930,Choodasandra Kunte-1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Choodasandra,12.884917,77.683722,12°53ʹ 05.7ʺ,77° 41ʹ 01.4ʺ,ZP,0.175,0.07,False,,22,In Sy no 22,1958,1958,,901.0,,,,,,,,,"Agriculture land, trees",,,Vacant land,unknown,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,10,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,"Ag land, trees",Vacant land,,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,BUAKSPcho_gk2-931,Choodasandra Govt. Karab Katte,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Choodasandra,12.884722,77.683833,12°53ʹ 05.0ʺ,77° 41ʹ 01.8ʺ,ZP,2.275,2.11,False,,21,21,1958,1958,,900.0,,,,,,,,,"Vacant land, apartment & godown",,,Vacant land,unknown,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,10,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,"vacant land, Apartment & godown",Vacant land,,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,BUAKSPcho_kr3-932,Govt. Vaddakere-2,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Choodasandra,12.886472,77.6805,12°53ʹ 11.3ʺ,77° 40ʹ 49.8ʺ,ZP,4.325,4.13,False,,43,43,1958,1958,,904.0,2.0,0,0,0,0,0,0,none,"Chodasandra lake, houses, plantation, layout, apartm.",dry,,,,2015-09-23,False,,True,,,,none,,birds,none,none,none,none,No,0.20,0.5,W;S;E,"Construction debris, garbage dump",none,none,none,No,vol2_anekal,10,empri-2018,main;waterQuality;issues;atlas,,No,Dry,,,No,Nill,,Birds,No,,No,No,"W, S, E",No,"Chodasandra lake, Houses, Pl., L,Apartm.",,No,"CD, GD",No,ZP,BUAKSPcho_kr3-932,Govt. Vaddakere-2,,≈ 1958,,ZP,4.13,Rainfall,Choodasandra Govt Lake-3,,Urban,1mud,,,,,,,,,,,,,Dumping of plastic wastes & construction debris,,,,,"Dumping of Plastic wastes , Construction debris: Fence the lake and create awareness",62
933,BUAKSPcho_kr4-933,Choodasandra Govt Lake-3,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Choodasandra,12.88675,77.679556,12°53ʹ 12.3ʺ,77° 40ʹ 46.4ʺ,KFD,20.4,20.16,False,,45,45,1958,1958,,904.0,2.0,0,3,0,1,1,0,thorn wire,"Layout, houses & plantation",polluted,none,,,2015-09-23,False,,False,Dry,,partial,growing on bank,submerged;rooted floating,birds;butterflies;dragonflies,pig,SW,farmers,Agriculture land,5,0.08 1/2,0.2125,E;SW,Garbage dump & construction debris,S;NW,Road & agriculture runoff,partial,Soil excavation,vol2_anekal,10,empri-2018,main;waterQuality;issues;atlas,,Throny Wire,Polluted,No,Partially,Partially,Growing on Bank,S & R.Flo.,"B, Bf &Dr.fly",Pig,,Farmers,SW,"E,SW","S, NW","Layout, Houses & Pl.",,AG land,GD & CD,Road& Agri.runoff,KFD,BUAKSPcho_kr4-933,Choodasandra Govt. Lake-3,,≈ 1958,,,20.16,Rainfall,,Govt. Vaddakere-2,Urban,1mud,,,,,,,,,,,,Pig,Dumping of garbage waste & construction debris,Road runoff & agriculture runoff,,Agriculture (5 %),Yes,Dumping of wastes: Fence the lake and create awareness;Encroachment: Survey by the consent Authority & evict the encroachment,64
934,BUAKSPcho_ku5-934,Choodasandra Govt. Karabu Kunte-2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Choodasandra,12.886083,77.675056,12°53ʹ 09.9ʺ,77° 40ʹ 30.2ʺ,ZP,0.75,0.30,False,,57,57,1958,1958,,904.0,,,,,,,,,"Aportment, houses, water body",,,Vacant land,public,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,10,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public,,,,,"aportment,houses,water body",Vacant land,,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,BUAKSPdms_ku1-935,Dommasandra Kunte-1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Dommasandra,12.88425,77.746472,12°53ʹ 03.3ʺ,77° 44ʹ 47.3ʺ,ZP,0.075,0.03 (SSLR,False,SSLR,195,In Sy no 195,1886,1886,,909.0,,,,,,,,,"Vacant & agriculture land, petrol bunk, plantation",,,Vacant land,unknown,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,10,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,"Vacant &Agri. land, Petrol Bunk, Plant.",Vacant land,,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,BUAKSPdms_ku2-936,Dommasandra Kunte-2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Dommasandra,12.883444,77.745194,12°53ʹ00.4 ʺ,77° 44ʹ 42.7ʺ,BDA,0.1,0.04,False,,198,In Sy no 198,1886,1886,,907.0,,,,,,,,,Agricuture land,,,Agriculture land,farmers,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,10,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Farmers,,,,,Agricuture land,Agriculture land,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,BUAKSPdms_ku3-937,Dommasandra Kunte-3,,kunte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Dommasandra,12.880694,77.754472,12° 52ʹ 50.5ʺ,77° 45ʹ 16.1ʺ,ZP,0.3,≈0.12,True,,214,In Sy no 214,1886,1886,,902.0,2.0,0,0,0,0,0,0,none,"Ag, school, settlement",sewage,none,,,2015-11-20,False,,False,No Sampling,,complete,growing on bank,Emargent,butterflies;dragonflies,none,none,none,none,No,No data,,none,none,none,none,partial,No,vol2_anekal,10,empri-2018,main;waterQuality;issues,,No,Sewage,No,Complete,Partially,Growing on Bank,Emargent,Bt & Dr. Fly,No,,No,No,No,No,"Ag, School, Settlement",,No,No,No,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,BUAKSPdms_ku4-938,Dommasandra Govt. Kunte-4,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Dommasandra,12.879417,77.754361,12°52ʹ 45.9ʺ,77° 45ʹ 15.7ʺ,ZP,0.85,0.34,False,,216,Sy no 216,1886,1886,,899.0,,,,,,,,,"Settlement, agriculture land",,,"Settlement, agriculture & vacant land",farmers,2015-09-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,10,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Farmers,,,,,"Settlement, Agriculture land","Settlement, Agri. & Vacant land",,,,ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,BUAKSPdms_ku5-939,Dommasandra Kunte-5,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Dommasandra,12.878611,77.755167,"12° 52' 43.0""","77° 45' 18.6""",BDA,0.35,0.14,False,,219,219,1886,1886,,892.0,,,,,,,,,"Urban, buildings",,,Ambedkar bhavan & market place,government,2016-12-17,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,10,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Government,,,,,"Urban, Buildings",Ambedkar Bhavan & Market Place,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,BUAKSPdms_ku6-940,Dommasandra Kunte-6,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Anekal,Sarjapura,Dommasandra,12.876917,77.748778,12°52ʹ 36.9ʺ,77° 44ʹ 55.6ʺ,BDA,0.3,0.12,False,,32,In Sy no 32,1886,1886,,895.0,,,,,,,,,"Domasandra lake, agriculture land & plantation",,,Agriculture land,farmers,2015-09-30,False,,False,,,,,,,,,,,,,,,,,,,,vol2_anekal,10,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Farmers,,,,,"Domasandra Lake, Agri. Land & plant.",Agriculture land,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,BUAKSPdms_kr7-941,Dommasandra Govt Lake-1,Kodagi kere,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Anekal,Sarjapura,Dommasandra,12.8725,77.749361,12°52ʹ 21.0ʺ,77° 44ʹ 57.7ʺ,BDA,39.475,39.19,False,,66,66,1886,1886,,897.0,3.0,0,2,1,1,0,0,thorn wire,"Agriculture, settlement, vacant land, plantation & temple",muddy;sewage,irrigation;cattle feeding,,,2015-09-30,False,,True,,,partial,growing on bank,rooted floating,birds;butterflies;dragonflies,cattle,ws,farmers,"Agriculture land, graveyard",3,2.04,2.1,N;W,Garbage dump,NE,Sewage,partial,Soil excavation,vol2_anekal,11,empri-2018,main;waterQuality;issues;atlas,,Thorn wire,Muddy & Sewage,Irrigat. & Cattal feeding,Partially,Partially,Growing on Bank,R.Floating,"B, Bf & Dr.fly",Cattle,,farmer,WS,N & W,N-E,"A, S, Vl, Pl. & Temple",,"AG land, graveyard",Garbage dump,Sewage,BDA,BUAKSPdms_kr7-941,Dommasandra Govt. Lake-1,,≈ 1886,,BDA,39.19,Rainfall,,Yamare Kere,Agriculture area,1+1mud,,,,,Yes,,,,,,,Cattle,Dumping of garbage,Sewage,No flow through Storm water drain,"Agriculture, graveyard (3 %)",Yes,Dumping of garbage: Fence the lake and create awareness;Encroachment: Survey by the consent Authority & evict the encroachment,66
